Date,State,Confirmed
2021-03-07,Himachal Pradesh,59059
2021-03-07,Jammu and Kashmir,126932
2021-03-07,Jharkhand,120217
2021-03-07,Karnataka,954393
2021-03-07,Kerala,1075227
2021-03-07,Ladakh,9830
2021-03-07,Lakshadweep,473
2021-03-07,Madhya Pradesh,264214
2021-03-07,Maharashtra,2208586
2021-03-07,Manipur,29288
2021-03-07,Meghalaya,13970
2021-03-07,Mizoram,4428
2021-03-07,Nagaland,12211
2021-03-07,Odisha,337674
2021-03-07,Puducherry,39843
2021-03-07,Punjab,187348
2021-03-07,Rajasthan,321356
2021-03-07,Sikkim,6167
2021-03-07,Tamil Nadu,854554
2021-03-07,Telengana,299900
2021-03-07,Tripura,33424
2021-03-07,Uttar Pradesh,604164
2021-03-07,Uttarakhand,97363
2021-03-07,West Bengal,576435
2021-03-08,Andaman and Nicobar Islands,5024
2021-03-08,Andhra Pradesh,890692
2021-03-08,Arunachal Pradesh,16839
2021-03-08,Assam,217668
2021-03-08,Bihar,262758
2021-03-08,Chandigarh,22318
2021-03-08,Chhattisgarh,314320
2021-03-08,Dadra and Nagar Haveli and Daman and Diu,3416
2021-03-08,Delhi,641101
2021-03-08,Goa,55409
2021-03-08,Gujarat,273386
2021-03-08,Haryana,272520
2021-03-08,Himachal Pradesh,59118
2021-03-08,Jammu and Kashmir,127044
2021-03-08,Jharkhand,120259
2021-03-08,Karnataka,955015
2021-03-08,Kerala,1077327
2021-03-08,Ladakh,9831
2021-03-08,Lakshadweep,486
2021-03-08,Madhya Pradesh,264643
2021-03-08,Maharashtra,2219727
2021-03-08,Manipur,29291
2021-03-08,Meghalaya,13972
2021-03-08,Mizoram,4428
2021-03-08,Nagaland,12217
2021-03-08,Odisha,337744
2021-03-08,Puducherry,39868
2021-03-08,Punjab,188391
2021-03-08,Rajasthan,321532
2021-03-08,Sikkim,6174
2021-03-08,Tamil Nadu,855121
2021-03-08,Telengana,300011
2021-03-08,Tripura,33424
2021-03-08,Uttar Pradesh,604279
2021-03-08,Uttarakhand,97422
2021-03-08,West Bengal,576623
2021-03-09,Andaman and Nicobar Islands,5026
2021-03-09,Andhra Pradesh,890766
2021-03-09,Arunachal Pradesh,16839
2021-03-09,Assam,217682
2021-03-09,Bihar,261232
2021-03-09,Chandigarh,22397
2021-03-09,Chhattisgarh,314640
2021-03-09,Dadra and Nagar Haveli and Daman and Diu,3421
2021-03-09,Delhi,641340
2021-03-09,Goa,55463
2021-03-09,Gujarat,273941
2021-03-09,Haryana,272751
2021-03-09,Himachal Pradesh,59197
2021-03-09,Jammu and Kashmir,127114
2021-03-09,Jharkhand,120312
2021-03-09,Karnataka,943084
2021-03-09,Kerala,1078739
2021-03-09,Ladakh,9833
2021-03-09,Lakshadweep,494
2021-03-09,Madhya Pradesh,265070
2021-03-09,Maharashtra,2228471
2021-03-09,Manipur,29296
2021-03-09,Meghalaya,13973
2021-03-09,Mizoram,4432
2021-03-09,Nagaland,12217
2021-03-09,Odisha,337803
2021-03-09,Puducherry,39882
2021-03-09,Punjab,189620
2021-03-09,Rajasthan,321711
2021-03-09,Sikkim,6174
2021-03-09,Tamil Nadu,855677
2021-03-09,Telengana,300153
2021-03-09,Tripura,33424
2021-03-09,Uttar Pradesh,604380
2021-03-09,Uttarakhand,97480
2021-03-09,West Bengal,576838
2021-03-10,Andaman and Nicobar Islands,5028
2021-03-10,Andhra Pradesh,890884
2021-03-10,Arunachal Pradesh,16839
2021-03-10,Assam,217704
2021-03-10,Bihar,262820
2021-03-10,Chandigarh,22502
2021-03-10,Chhattisgarh,315030
2021-03-10,Dadra and Nagar Haveli and Daman and Diu,3423
2021-03-10,Delhi,641660
2021-03-10,Goa,55538
2021-03-10,Gujarat,274522
2021-03-10,Haryana,273087
2021-03-10,Himachal Pradesh,59239
2021-03-10,Jammu and Kashmir,127191
2021-03-10,Jharkhand,120374
2021-03-10,Karnataka,956041
2021-03-10,Kerala,1081055
2021-03-10,Ladakh,9835
2021-03-10,Lakshadweep,509
2021-03-10,Madhya Pradesh,265527
2021-03-10,Maharashtra,2238398
2021-03-10,Manipur,29298
2021-03-10,Meghalaya,13977
2021-03-10,Mizoram,4434
2021-03-10,Nagaland,12217
2021-03-10,Odisha,337860
2021-03-10,Puducherry,39908
2021-03-10,Punjab,190647
2021-03-10,Rajasthan,321890
2021-03-10,Sikkim,6175
2021-03-10,Tamil Nadu,856246
2021-03-10,Telengana,300342
2021-03-10,Tripura,33425
2021-03-10,Uttar Pradesh,604527
2021-03-10,Uttarakhand,97529
2021-03-10,West Bengal,577026
2021-03-11,Andaman and Nicobar Islands,5028
2021-03-11,Andhra Pradesh,890884
2021-03-11,Arunachal Pradesh,16839
2021-03-11,Assam,217704
2021-03-11,Bihar,262820
2021-03-11,Chandigarh,22502
2021-03-11,Chhattisgarh,315030
2021-03-11,Dadra and Nagar Haveli and Daman and Diu,3423
2021-03-11,Delhi,641660
2021-03-11,Goa,55538
2021-03-11,Gujarat,274522
2021-03-11,Haryana,273087
2021-03-11,Himachal Pradesh,59239
2021-03-11,Jammu and Kashmir,127191
2021-03-11,Jharkhand,120374
2021-03-11,Karnataka,956041
2021-03-11,Kerala,1081055
2021-03-11,Ladakh,9835
2021-03-11,Lakshadweep,509
2021-03-11,Madhya Pradesh,265527
2021-03-11,Maharashtra,2238398
2021-03-11,Manipur,29298
2021-03-11,Meghalaya,13977
2021-03-11,Mizoram,4434
2021-03-11,Nagaland,12217
2021-03-11,Odisha,337860
2021-03-11,Puducherry,39908
2021-03-11,Punjab,190647
2021-03-11,Rajasthan,321890
2021-03-11,Sikkim,6175
2021-03-11,Tamil Nadu,856246
2021-03-11,Telengana,300342
2021-03-11,Tripura,33425
2021-03-11,Uttar Pradesh,604527
2021-03-11,Uttarakhand,97529
2021-03-11,West Bengal,577026
2021-03-12,Andaman and Nicobar Islands,5028
2021-03-12,Andhra Pradesh,891004
2021-03-12,Arunachal Pradesh,16840
2021-03-12,Assam,217726
2021-03-12,Bihar,262864
2021-03-12,Chandigarh,22589
2021-03-12,Chhattisgarh,315486
2021-03-12,Dadra and Nagar Haveli and Daman and Diu,3426
2021-03-12,Delhi,642030
2021-03-12,Goa,55607
2021-03-12,Gujarat,275197
2021-03-12,Haryana,273446
2021-03-12,Himachal Pradesh,59347
2021-03-12,Jammu and Kashmir,127288
2021-03-12,Jharkhand,120436
2021-03-12,Karnataka,956801
2021-03-12,Kerala,1083530
2021-03-12,Ladakh,9838
2021-03-12,Lakshadweep,524
2021-03-12,Madhya Pradesh,266043
2021-03-12,Maharashtra,2252057
2021-03-12,Manipur,29305
2021-03-12,Meghalaya,13983
2021-03-12,Mizoram,4434
2021-03-12,Nagaland,12217
2021-03-12,Odisha,337929
2021-03-12,Puducherry,39932
2021-03-12,Punjab,192040
2021-03-12,Rajasthan,322078
2021-03-12,Sikkim,6178
2021-03-12,Tamil Nadu,856917
2021-03-12,Telengana,300536
2021-03-12,Tripura,33425
2021-03-12,Uttar Pradesh,604648
2021-03-12,Uttarakhand,97565
2021-03-12,West Bengal,577267
2021-03-13,Andaman and Nicobar Islands,5029
2021-03-13,Andhra Pradesh,891388
2021-03-13,Arunachal Pradesh,16840
2021-03-13,Assam,217766
2021-03-13,Bihar,262937
2021-03-13,Chandigarh,22832
2021-03-13,Chhattisgarh,316311
2021-03-13,Dadra and Nagar Haveli and Daman and Diu,3431
2021-03-13,Delhi,642870
2021-03-13,Goa,55758
2021-03-13,Gujarat,276622
2021-03-13,Haryana,274273
2021-03-13,Himachal Pradesh,59527
2021-03-13,Jammu and Kashmir,127436
2021-03-13,Jharkhand,120524
2021-03-13,Karnataka,958417
2021-03-13,Kerala,1087443
2021-03-13,Ladakh,9846
2021-03-13,Lakshadweep,587
2021-03-13,Madhya Pradesh,267176
2021-03-13,Maharashtra,2282191
2021-03-13,Manipur,29310
2021-03-13,Meghalaya,13986
2021-03-13,Mizoram,4435
2021-03-13,Nagaland,12221
2021-03-13,Odisha,338056
2021-03-13,Puducherry,39984
2021-03-13,Punjab,194753
2021-03-13,Rajasthan,322518
2021-03-13,Sikkim,6183
2021-03-13,Tamil Nadu,858272
2021-03-13,Telengana,300933
2021-03-13,Tripura,33427
2021-03-13,Uttar Pradesh,604958
2021-03-13,Uttarakhand,97700
2021-03-13,West Bengal,577788
2021-03-14,Andaman and Nicobar Islands,5030
2021-03-14,Andhra Pradesh,891563
2021-03-14,Arunachal Pradesh,16840
2021-03-14,Assam,217780
2021-03-14,Bihar,262974
2021-03-14,Chandigarh,22976
2021-03-14,Chhattisgarh,316854
2021-03-14,Dadra and Nagar Haveli and Daman and Diu,3435
2021-03-14,Delhi,643289
2021-03-14,Goa,55851
2021-03-14,Gujarat,277397
2021-03-14,Haryana,274697
2021-03-14,Himachal Pradesh,59597
2021-03-14,Jammu and Kashmir,127535
2021-03-14,Jharkhand,120567
2021-03-14,Karnataka,959338
2021-03-14,Kerala,1089478
2021-03-14,Ladakh,9847
2021-03-14,Lakshadweep,603
2021-03-14,Madhya Pradesh,267851
2021-03-14,Maharashtra,2297793
2021-03-14,Manipur,29311
2021-03-14,Meghalaya,13992
2021-03-14,Mizoram,4436
2021-03-14,Nagaland,12225
2021-03-14,Odisha,338121
2021-03-14,Puducherry,40015
2021-03-14,Punjab,196263
2021-03-14,Rajasthan,322719
2021-03-14,Sikkim,6184
2021-03-14,Tamil Nadu,858967
2021-03-14,Telengana,301161
2021-03-14,Tripura,33429
2021-03-14,Uttar Pradesh,605112
2021-03-14,Uttarakhand,97754
2021-03-14,West Bengal,578064
2021-03-15,Andaman and Nicobar Islands,5031
2021-03-15,Andhra Pradesh,891861
2021-03-15,Arunachal Pradesh,16840
2021-03-15,Assam,217797
2021-03-15,Bihar,263025
2021-03-15,Chandigarh,23096
2021-03-15,Chhattisgarh,317329
2021-03-15,Dadra and Nagar Haveli and Daman and Diu,3438
2021-03-15,Delhi,643696
2021-03-15,Goa,55917
2021-03-15,Gujarat,278207
2021-03-15,Haryana,275137
2021-03-15,Himachal Pradesh,59675
2021-03-15,Jammu and Kashmir,127640
2021-03-15,Jharkhand,120628
2021-03-15,Karnataka,960272
2021-03-15,Kerala,1091270
2021-03-15,Ladakh,9847
2021-03-15,Lakshadweep,604
2021-03-15,Madhya Pradesh,268594
2021-03-15,Maharashtra,2314413
2021-03-15,Manipur,29313
2021-03-15,Meghalaya,13997
2021-03-15,Mizoram,4437
2021-03-15,Nagaland,12225
2021-03-15,Odisha,338192
2021-03-15,Puducherry,40030
2021-03-15,Punjab,197755
2021-03-15,Rajasthan,322969
2021-03-15,Sikkim,6184
2021-03-15,Tamil Nadu,859726
2021-03-15,Telengana,301318
2021-03-15,Tripura,33433
2021-03-15,Uttar Pradesh,605290
2021-03-15,Uttarakhand,97806
2021-03-15,West Bengal,578347
2021-03-16,Andaman and Nicobar Islands,5031
2021-03-16,Andhra Pradesh,892008
2021-03-16,Arunachal Pradesh,16840
2021-03-16,Assam,217817
2021-03-16,Bihar,263051
2021-03-16,Chandigarh,23244
2021-03-16,Chhattisgarh,317974
2021-03-16,Dadra and Nagar Haveli and Daman and Diu,3440
2021-03-16,Delhi,644064
2021-03-16,Goa,56006
2021-03-16,Gujarat,279097
2021-03-16,Haryana,275557
2021-03-16,Himachal Pradesh,59750
2021-03-16,Jammu and Kashmir,127734
2021-03-16,Jharkhand,120695
2021-03-16,Karnataka,961204
2021-03-16,Kerala,1092324
2021-03-16,Ladakh,9852
2021-03-16,Lakshadweep,606
2021-03-16,Madhya Pradesh,269391
2021-03-16,Maharashtra,2329464
2021-03-16,Manipur,29313
2021-03-16,Meghalaya,13997
2021-03-16,Mizoram,4439
2021-03-16,Nagaland,12225
2021-03-16,Odisha,338258
2021-03-16,Puducherry,40044
2021-03-16,Punjab,199573
2021-03-16,Rajasthan,323220
2021-03-16,Sikkim,6184
2021-03-16,Tamil Nadu,860562
2021-03-16,Telengana,301522
2021-03-16,Tripura,33440
2021-03-16,Uttar Pradesh,605441
2021-03-16,Uttarakhand,97866
2021-03-16,West Bengal,578598
2021-03-17,Andaman and Nicobar Islands,5032
2021-03-17,Andhra Pradesh,892269
2021-03-17,Arunachal Pradesh,16841
2021-03-17,Assam,217839
2021-03-17,Bihar,263100
2021-03-17,Chandigarh,23391
2021-03-17,Chhattisgarh,318830
2021-03-17,Dadra and Nagar Haveli and Daman and Diu,3445
2021-03-17,Delhi,644489
2021-03-17,Goa,56100
2021-03-17,Gujarat,280051
2021-03-17,Haryana,276080
2021-03-17,Himachal Pradesh,59869
2021-03-17,Jammu and Kashmir,127831
2021-03-17,Jharkhand,120771
2021-03-17,Karnataka,962339
2021-03-17,Kerala,1094294
2021-03-17,Ladakh,9863
2021-03-17,Lakshadweep,625
2021-03-17,Madhya Pradesh,270208
2021-03-17,Maharashtra,2347328
2021-03-17,Manipur,29315
2021-03-17,Meghalaya,14000
2021-03-17,Mizoram,4442
2021-03-17,Nagaland,12225
2021-03-17,Odisha,338323
2021-03-17,Puducherry,40068
2021-03-17,Punjab,201036
2021-03-17,Rajasthan,323461
2021-03-17,Sikkim,6191
2021-03-17,Tamil Nadu,861429
2021-03-17,Telengana,301769
2021-03-17,Tripura,33441
2021-03-17,Uttar Pradesh,605655
2021-03-17,Uttarakhand,97931
2021-03-17,West Bengal,578853
2021-03-18,Andaman and Nicobar Islands,5035
2021-03-18,Andhra Pradesh,892522
2021-03-18,Arunachal Pradesh,16841
2021-03-18,Assam,217872
2021-03-18,Bihar,263158
2021-03-18,Chandigarh,23592
2021-03-18,Chhattisgarh,319717
2021-03-18,Dadra and Nagar Haveli and Daman and Diu,3445
2021-03-18,Delhi,645025
2021-03-18,Goa,56173
2021-03-18,Gujarat,281173
2021-03-18,Haryana,276635
2021-03-18,Himachal Pradesh,60036
2021-03-18,Jammu and Kashmir,127957
2021-03-18,Jharkhand,120853
2021-03-18,Karnataka,963614
2021-03-18,Kerala,1096392
2021-03-18,Ladakh,9865
2021-03-18,Lakshadweep,639
2021-03-18,Madhya Pradesh,271040
2021-03-18,Maharashtra,2370507
2021-03-18,Manipur,29323
2021-03-18,Meghalaya,14002
2021-03-18,Mizoram,4445
2021-03-18,Nagaland,12225
2021-03-18,Odisha,338405
2021-03-18,Puducherry,40120
2021-03-18,Punjab,203049
2021-03-18,Rajasthan,323774
2021-03-18,Sikkim,6194
2021-03-18,Tamil Nadu,862374
2021-03-18,Telengana,302047
2021-03-18,Tripura,33444
2021-03-18,Uttar Pradesh,605915
2021-03-18,Uttarakhand,98041
2021-03-18,West Bengal,579156
2021-03-19,Andaman and Nicobar Islands,5036
2021-03-19,Andhra Pradesh,892740
2021-03-19,Arunachal Pradesh,16842
2021-03-19,Assam,217905
2021-03-19,Bihar,263265
2021-03-19,Chandigarh,23803
2021-03-19,Chhattisgarh,320783
2021-03-19,Dadra and Nagar Haveli and Daman and Diu,3454
2021-03-19,Delhi,645632
2021-03-19,Goa,56271
2021-03-19,Gujarat,282449
2021-03-19,Haryana,277268
2021-03-19,Himachal Pradesh,60207
2021-03-19,Jammu and Kashmir,128097
2021-03-19,Jharkhand,120950
2021-03-19,Karnataka,965102
2021-03-19,Kerala,1098291
2021-03-19,Ladakh,9876
2021-03-19,Lakshadweep,644
2021-03-19,Madhya Pradesh,271957
2021-03-19,Maharashtra,2396340
2021-03-19,Manipur,29325
2021-03-19,Meghalaya,14005
2021-03-19,Mizoram,4445
2021-03-19,Nagaland,12225
2021-03-19,Odisha,338489
2021-03-19,Puducherry,40201
2021-03-19,Punjab,205418
2021-03-19,Rajasthan,324101
2021-03-19,Sikkim,6196
2021-03-19,Tamil Nadu,863363
2021-03-19,Telengana,302360
2021-03-19,Tripura,33454
2021-03-19,Uttar Pradesh,606229
2021-03-19,Uttarakhand,98129
2021-03-19,West Bengal,579479
2021-03-20,Andaman and Nicobar Islands,5038
2021-03-20,Andhra Pradesh,892986
2021-03-20,Arunachal Pradesh,16842
2021-03-20,Assam,217924
2021-03-20,Bihar,263355
2021-03-20,Chandigarh,24017
2021-03-20,Chhattisgarh,321880
2021-03-20,Dadra and Nagar Haveli and Daman and Diu,3464
2021-03-20,Delhi,646348
2021-03-20,Goa,56371
2021-03-20,Gujarat,283864
2021-03-20,Haryana,278140
2021-03-20,Himachal Pradesh,60389
2021-03-20,Jammu and Kashmir,128249
2021-03-20,Jharkhand,121055
2021-03-20,Karnataka,966689
2021-03-20,Kerala,1100275
2021-03-20,Ladakh,9881
2021-03-20,Lakshadweep,647
2021-03-20,Madhya Pradesh,273097
2021-03-20,Maharashtra,2422021
2021-03-20,Manipur,29326
2021-03-20,Meghalaya,14008
2021-03-20,Mizoram,4446
2021-03-20,Nagaland,12225
2021-03-20,Odisha,338599
2021-03-20,Puducherry,40262
2021-03-20,Punjab,207888
2021-03-20,Rajasthan,324503
2021-03-20,Sikkim,6199
2021-03-20,Tamil Nadu,864450
2021-03-20,Telengana,302724
2021-03-20,Tripura,33459
2021-03-20,Uttar Pradesh,606609
2021-03-20,Uttarakhand,98228
2021-03-20,West Bengal,579826
2021-03-21,Andaman and Nicobar Islands,5038
2021-03-21,Andhra Pradesh,893366
2021-03-21,Arunachal Pradesh,16842
2021-03-21,Assam,217951
2021-03-21,Bihar,263443
2021-03-21,Chandigarh,24220
2021-03-21,Chhattisgarh,323153
2021-03-21,Dadra and Nagar Haveli and Daman and Diu,3471
2021-03-21,Delhi,647161
2021-03-21,Goa,56525
2021-03-21,Gujarat,285429
2021-03-21,Haryana,278961
2021-03-21,Himachal Pradesh,60537
2021-03-21,Jammu and Kashmir,128389
2021-03-21,Jharkhand,121178
2021-03-21,Karnataka,968487
2021-03-21,Kerala,1102353
2021-03-21,Ladakh,9906
2021-03-21,Lakshadweep,648
2021-03-21,Madhya Pradesh,274405
2021-03-21,Maharashtra,2449147
2021-03-21,Manipur,29332
2021-03-21,Meghalaya,14012
2021-03-21,Mizoram,4447
2021-03-21,Nagaland,12225
2021-03-21,Odisha,338719
2021-03-21,Puducherry,40322
2021-03-21,Punjab,210466
2021-03-21,Rajasthan,324948
2021-03-21,Sikkim,6204
2021-03-21,Tamil Nadu,865693
2021-03-21,Telengana,303118
2021-03-21,Tripura,33464
2021-03-21,Uttar Pradesh,607050
2021-03-21,Uttarakhand,98311
2021-03-21,West Bengal,580209
2021-03-22,Andaman and Nicobar Islands,5039
2021-03-22,Andhra Pradesh,893734
2021-03-22,Arunachal Pradesh,16842
2021-03-22,Assam,217976
2021-03-22,Bihar,263569
2021-03-22,Chandigarh,24459
2021-03-22,Chhattisgarh,324153
2021-03-22,Dadra and Nagar Haveli and Daman and Diu,3481
2021-03-22,Delhi,647984
2021-03-22,Goa,56623
2021-03-22,Gujarat,287009
2021-03-22,Haryana,279828
2021-03-22,Himachal Pradesh,60678
2021-03-22,Jammu and Kashmir,128547
2021-03-22,Jharkhand,121261
2021-03-22,Karnataka,970202
2021-03-22,Kerala,1104228
2021-03-22,Ladakh,9908
2021-03-22,Lakshadweep,666
2021-03-22,Madhya Pradesh,275727
2021-03-22,Maharashtra,2479682
2021-03-22,Manipur,29335
2021-03-22,Meghalaya,14016
2021-03-22,Mizoram,4448
2021-03-22,Nagaland,12225
2021-03-22,Odisha,338817
2021-03-22,Puducherry,40386
2021-03-22,Punjab,213110
2021-03-22,Rajasthan,325424
2021-03-22,Sikkim,6206
2021-03-22,Tamil Nadu,866982
2021-03-22,Telengana,303455
2021-03-22,Tripura,33464
2021-03-22,Uttar Pradesh,607538
2021-03-22,Uttarakhand,98448
2021-03-22,West Bengal,580631
2021-03-23,Andaman and Nicobar Islands,5039
2021-03-23,Andhra Pradesh,894044
2021-03-23,Arunachal Pradesh,16842
2021-03-23,Assam,218006
2021-03-23,Bihar,263659
2021-03-23,Chandigarh,24667
2021-03-23,Chhattisgarh,325678
2021-03-23,Dadra and Nagar Haveli and Daman and Diu,3485
2021-03-23,Delhi,648872
2021-03-23,Goa,56708
2021-03-23,Gujarat,288649
2021-03-23,Haryana,280693
2021-03-23,Himachal Pradesh,60878
2021-03-23,Jammu and Kashmir,128679
2021-03-23,Jharkhand,121371
2021-03-23,Karnataka,971647
2021-03-23,Kerala,1105467
2021-03-23,Ladakh,9920
2021-03-23,Lakshadweep,691
2021-03-23,Madhya Pradesh,277075
2021-03-23,Maharashtra,2504327
2021-03-23,Manipur,29339
2021-03-23,Meghalaya,14016
2021-03-23,Mizoram,4451
2021-03-23,Nagaland,12225
2021-03-23,Odisha,338963
2021-03-23,Puducherry,40433
2021-03-23,Punjab,215409
2021-03-23,Rajasthan,326026
2021-03-23,Sikkim,6206
2021-03-23,Tamil Nadu,868367
2021-03-23,Telengana,303867
2021-03-23,Tripura,33470
2021-03-23,Uttar Pradesh,608076
2021-03-23,Uttarakhand,98552
2021-03-23,West Bengal,580999
2021-03-24,Andaman and Nicobar Islands,5039
2021-03-24,Andhra Pradesh,894536
2021-03-24,Arunachal Pradesh,16842
2021-03-24,Assam,218058
2021-03-24,Bihar,263770
2021-03-24,Chandigarh,24881
2021-03-24,Chhattisgarh,327588
2021-03-24,Dadra and Nagar Haveli and Daman and Diu,3495
2021-03-24,Delhi,649973
2021-03-24,Goa,56841
2021-03-24,Gujarat,290379
2021-03-24,Haryana,281588
2021-03-24,Himachal Pradesh,61035
2021-03-24,Jammu and Kashmir,128836
2021-03-24,Jharkhand,121501
2021-03-24,Karnataka,973657
2021-03-24,Kerala,1107452
2021-03-24,Ladakh,9929
2021-03-24,Lakshadweep,697
2021-03-24,Madhya Pradesh,278577
2021-03-24,Maharashtra,2533026
2021-03-24,Manipur,29352
2021-03-24,Meghalaya,14017
2021-03-24,Mizoram,4452
2021-03-24,Nagaland,12225
2021-03-24,Odisha,339076
2021-03-24,Puducherry,40520
2021-03-24,Punjab,217663
2021-03-24,Rajasthan,326506
2021-03-24,Sikkim,6208
2021-03-24,Tamil Nadu,869804
2021-03-24,Telengana,304298
2021-03-24,Tripura,33479
2021-03-24,Uttar Pradesh,608709
2021-03-24,Uttarakhand,98646
2021-03-24,West Bengal,581403
2021-03-25,Andaman and Nicobar Islands,5041
2021-03-25,Andhra Pradesh,895121
2021-03-25,Arunachal Pradesh,16842
2021-03-25,Assam,218099
2021-03-25,Bihar,263940
2021-03-25,Chandigarh,25130
2021-03-25,Chhattisgarh,329694
2021-03-25,Dadra and Nagar Haveli and Daman and Diu,3510
2021-03-25,Delhi,651227
2021-03-25,Goa,56981
2021-03-25,Gujarat,292169
2021-03-25,Haryana,282569
2021-03-25,Himachal Pradesh,61301
2021-03-25,Jammu and Kashmir,129031
2021-03-25,Jharkhand,121695
2021-03-25,Karnataka,975955
2021-03-25,Kerala,1109908
2021-03-25,Ladakh,9942
2021-03-25,Lakshadweep,697
2021-03-25,Madhya Pradesh,280289
2021-03-25,Maharashtra,2564881
2021-03-25,Manipur,29362
2021-03-25,Meghalaya,14019
2021-03-25,Mizoram,4454
2021-03-25,Nagaland,12226
2021-03-25,Odisha,339246
2021-03-25,Puducherry,40645
2021-03-25,Punjab,220276
2021-03-25,Rajasthan,327175
2021-03-25,Sikkim,6210
2021-03-25,Tamil Nadu,871440
2021-03-25,Telengana,304791
2021-03-25,Tripura,33480
2021-03-25,Uttar Pradesh,609443
2021-03-25,Uttarakhand,98880
2021-03-25,West Bengal,581865
2021-03-26,Andaman and Nicobar Islands,5042
2021-03-26,Andhra Pradesh,895879
2021-03-26,Arunachal Pradesh,16842
2021-03-26,Assam,218139
2021-03-26,Bihar,264198
2021-03-26,Chandigarh,25356
2021-03-26,Chhattisgarh,332113
2021-03-26,Dadra and Nagar Haveli and Daman and Diu,3536
2021-03-26,Delhi,652742
2021-03-26,Goa,57170
2021-03-26,Gujarat,294130
2021-03-26,Haryana,283622
2021-03-26,Himachal Pradesh,61616
2021-03-26,Jammu and Kashmir,129203
2021-03-26,Jharkhand,121973
2021-03-26,Karnataka,978478
2021-03-26,Kerala,1111897
2021-03-26,Ladakh,9948
2021-03-26,Lakshadweep,708
2021-03-26,Madhya Pradesh,282174
2021-03-26,Maharashtra,2600833
2021-03-26,Manipur,29367
2021-03-26,Meghalaya,14022
2021-03-26,Mizoram,4460
2021-03-26,Nagaland,12229
2021-03-26,Odisha,339460
2021-03-26,Puducherry,40740
2021-03-26,Punjab,222937
2021-03-26,Rajasthan,327890
2021-03-26,Sikkim,6212
2021-03-26,Tamil Nadu,873219
2021-03-26,Telengana,305309
2021-03-26,Tripura,33482
2021-03-26,Uttar Pradesh,610273
2021-03-26,Uttarakhand,99072
2021-03-26,West Bengal,582381
2021-03-27,Andaman and Nicobar Islands,5043
2021-03-27,Andhra Pradesh,896863
2021-03-27,Arunachal Pradesh,16843
2021-03-27,Assam,218176
2021-03-27,Bihar,264409
2021-03-27,Chandigarh,25604
2021-03-27,Chhattisgarh,334778
2021-03-27,Dadra and Nagar Haveli and Daman and Diu,3554
2021-03-27,Delhi,654276
2021-03-27,Goa,57283
2021-03-27,Gujarat,296320
2021-03-27,Haryana,284944
2021-03-27,Himachal Pradesh,61967
2021-03-27,Jammu and Kashmir,129413
2021-03-27,Jharkhand,122281
2021-03-27,Karnataka,981044
2021-03-27,Kerala,1113722
2021-03-27,Ladakh,9965
2021-03-27,Lakshadweep,714
2021-03-27,Madhya Pradesh,284265
2021-03-27,Maharashtra,2637735
2021-03-27,Manipur,29373
2021-03-27,Meghalaya,14029
2021-03-27,Mizoram,4463
2021-03-27,Nagaland,12229
2021-03-27,Odisha,339694
2021-03-27,Puducherry,40836
2021-03-27,Punjab,226059
2021-03-27,Rajasthan,328743
2021-03-27,Sikkim,6215
2021-03-27,Tamil Nadu,875190
2021-03-27,Telengana,305804
2021-03-27,Tripura,33490
2021-03-27,Uttar Pradesh,611301
2021-03-27,Uttarakhand,99258
2021-03-27,West Bengal,583027
2021-03-28,Andaman and Nicobar Islands,5044
2021-03-28,Andhra Pradesh,897810
2021-03-28,Arunachal Pradesh,16845
2021-03-28,Assam,218222
2021-03-28,Bihar,264604
2021-03-28,Chandigarh,25898
2021-03-28,Chhattisgarh,337940
2021-03-28,Dadra and Nagar Haveli and Daman and Diu,3580
2021-03-28,Delhi,655834
2021-03-28,Goa,57453
2021-03-28,Gujarat,298596
2021-03-28,Haryana,286327
2021-03-28,Himachal Pradesh,62383
2021-03-28,Jammu and Kashmir,129684
2021-03-28,Jharkhand,122621
2021-03-28,Karnataka,983930
2021-03-28,Kerala,1115777
2021-03-28,Ladakh,9974
2021-03-28,Lakshadweep,714
2021-03-28,Madhya Pradesh,286407
2021-03-28,Maharashtra,2673461
2021-03-28,Manipur,29376
2021-03-28,Meghalaya,14031
2021-03-28,Mizoram,4465
2021-03-28,Nagaland,12229
2021-03-28,Odisha,339904
2021-03-28,Puducherry,40964
2021-03-28,Punjab,228864
2021-03-28,Rajasthan,329595
2021-03-28,Sikkim,6226
2021-03-28,Tamil Nadu,877279
2021-03-28,Telengana,306339
2021-03-28,Tripura,33491
2021-03-28,Uttar Pradesh,612403
2021-03-28,Uttarakhand,99515
2021-03-28,West Bengal,583839
2021-03-29,Andaman and Nicobar Islands,5046
2021-03-29,Andhra Pradesh,898815
2021-03-29,Arunachal Pradesh,16845
2021-03-29,Assam,218270
2021-03-29,Bihar,264955
2021-03-29,Chandigarh,26194
2021-03-29,Chhattisgarh,340093
2021-03-29,Dadra and Nagar Haveli and Daman and Diu,3607
2021-03-29,Delhi,657715
2021-03-29,Goa,57584
2021-03-29,Gujarat,300866
2021-03-29,Haryana,287719
2021-03-29,Himachal Pradesh,62660
2021-03-29,Jammu and Kashmir,129993
2021-03-29,Jharkhand,122935
2021-03-29,Karnataka,987012
2021-03-29,Kerala,1117993
2021-03-29,Ladakh,9974
2021-03-29,Lakshadweep,715
2021-03-29,Madhya Pradesh,288683
